codigo,descricao,salario_medio_atual,modelo_vencedor,score,previsao_5,previsao_10,previsao_15,previsao_20,tendencia_salarial,tendencia_mercado
234520,Professor de Ensino Superior na Area de Pratica de Ensino,1142.776632687353,XGBoost,0.999965577683265,1141.220458984375,1141.220458984375,1141.220458984375,1141.220458984375,Estável,CRESCIMENTO LEVE
234604,Professor de Lingua Alema,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
234608,Professor de Lingua Italiana,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
234612,Professor de Lingua Francesa,1302.0,XGBoost,0.9999801541294918,1301.691650390625,1301.691650390625,1301.691650390625,1301.691650390625,Estável,CRESCIMENTO LEVE
234616,Professor de Lingua Inglesa,1006.2040002295685,XGBoost,0.9999684126177326,1005.8416137695312,1005.8416137695312,1005.8416137695312,1005.8416137695312,Estável,CRESCIMENTO LEVE
234620,Professor de Lingua Espanhola,683.7777777777778,XGBoost,0.9999623708601183,684.399658203125,684.399658203125,684.399658203125,684.399658203125,Estável,CRESCIMENTO LEVE
234624,Professor de Lingua Portuguesa,1155.871740161214,XGBoost,0.9999778521035604,1155.75439453125,1155.75439453125,1155.75439453125,1155.75439453125,Estável,CRESCIMENTO LEVE
234628,Professor de Literatura Brasileira,978.0625,XGBoost,0.9999615372838079,978.0890502929688,978.0890502929688,978.0890502929688,978.0890502929688,Estável,RETRAÇÃO LEVE
234632,Professor de Literatura Portuguesa,720.5,XGBoost,0.9999608636985308,720.4488525390625,720.4488525390625,720.4488525390625,720.4488525390625,Estável,RETRAÇÃO LEVE
234636,Professor de Literatura Alema,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
234640,Professor de Literatura Comparada,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
234644,Professor de Literatura Espanhola,,Fallback_after_preproc,0.0,0.0,0.0,0.0,0.0,Sem dados,Sem dados
234648,Professor de Literatura Francesa,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
234652,Professor de Literatura Inglesa,500.625,XGBoost,0.999971805721846,501.7129821777344,501.7129821777344,501.7129821777344,501.7129821777344,Estável,CRESCIMENTO LEVE
234656,Professor de Literatura Italiana,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
234660,Professor de Literatura de Linguas Estrangeiras Modernas,1302.0,Fallback,0.0,1302.0,1302.0,1302.0,1302.0,Estável,CRESCIMENTO LEVE
234664,Professor de Outras Linguas e Literaturas,1229.6666666666665,XGBoost,0.9999688812991394,1229.5220947265625,1229.5220947265625,1229.5220947265625,1229.5220947265625,Estável,RETRAÇÃO LEVE
234668,Professor de Linguas Estrangeiras Modernas,423.15,XGBoost,0.999974941517896,423.2666015625,423.2666015625,423.2666015625,423.2666015625,Estável,CRESCIMENTO LEVE
234672,Professor de Linguistica e Linguistica Aplicada,,Fallback_after_preproc,0.0,0.0,0.0,0.0,0.0,Sem dados,Sem dados
234676,Professor de Filologia e Critica Textual,1302.0,XGBoost,0.9999821062585627,1301.5643310546875,1301.5643310546875,1301.5643310546875,1301.5643310546875,Estável,CRESCIMENTO LEVE
234680,Professor de Semiotica,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
234684,Professor de Teoria da Literatura,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
234705,Professor de Antropologia do Ensino Superior,1302.0,XGBoost,0.9999839288755834,1301.41552734375,1301.41552734375,1301.41552734375,1301.41552734375,Estável,RETRAÇÃO LEVE
234710,Professor de Arquivologia do Ensino Superior,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
234715,Professor de Biblioteconomia do Ensio Superior,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
234720,Professor de Ciencia Politica do Ensino Superior,1302.0,Fallback,0.0,1302.0,1302.0,1302.0,1302.0,Estável,RETRAÇÃO LEVE
234725,Professor de Comunicacao Social do Ensino Superior,1302.0,XGBoost,0.9999734530534423,1301.8597412109375,1301.8597412109375,1301.8597412109375,1301.8597412109375,Estável,RETRAÇÃO LEVE
234730,Professor de Direito do Ensino Superior,538.4407703488371,XGBoost,0.9999707053453519,538.5146484375,538.5146484375,538.5146484375,538.5146484375,Estável,CRESCIMENTO LEVE
234735,Professor de Filosofia do Ensino Superior,2539.3333333333335,XGBoost,0.9999664206022336,2532.760009765625,2532.760009765625,2532.760009765625,2532.760009765625,Estável,CRESCIMENTO LEVE
234740,Professor de Geografia do Ensino Superior,986.5,XGBoost,0.999972916153738,986.619384765625,986.619384765625,986.619384765625,986.619384765625,Estável,CRESCIMENTO LEVE
234745,Professor de Historia do Ensino Superior,36.5,XGBoost,0.9999678540657443,36.593421936035156,36.593421936035156,36.593421936035156,36.593421936035156,Estável,RETRAÇÃO LEVE
234750,Professor de Jornalismo,868.0,Linear,1.0,3038.0,5208.0,7378.0,9548.0,Crescente,RETRAÇÃO LEVE
234755,Professor de Museologia do Ensino Superior,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
234760,Professor de Psicologia do Ensino Superior,785.8166666666666,XGBoost,0.9999640534536417,786.7318115234375,786.7318115234375,786.7318115234375,786.7318115234375,Estável,RETRAÇÃO LEVE
234765,Professor de Servico Social do Ensino Superior,334.0,Linear,1.0,1919.0,3504.0,5089.0,6674.0,Crescente,RETRAÇÃO LEVE
234770,Professor de Sociologia do Ensino Superior,1302.0,Linear,1.0,1302.0,1302.0,1302.0,1302.0,Estável,RETRAÇÃO LEVE
234805,Professor de Economia,1302.0,Linear,1.0,1302.0,1302.0,1302.0,1302.0,Estável,CRESCIMENTO LEVE
234810,Professor de Administracao,661.9047619047619,XGBoost,0.9999638425820953,659.9707641601562,659.9707641601562,659.9707641601562,659.9707641601562,Estável,CRESCIMENTO LEVE
234815,Professor de Contabilidade,305.7564102564102,XGBoost,0.9999748670953706,306.3389892578125,306.3389892578125,306.3389892578125,306.3389892578125,Estável,RETRAÇÃO LEVE
234905,Professor de Artes do Espetaculo no Ensino Superior,1326.0,XGBoost,0.9999690325937649,1322.6820068359375,1322.6820068359375,1322.6820068359375,1322.6820068359375,Estável,CRESCIMENTO LEVE
234910,Professor de Artes Visuais no Ensino Superior (Artes Plasticas e Multimidia),,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
234915,Professor de Musica no Ensino Superior,1300.5555555555557,XGBoost,0.9999734860416671,1299.2269287109375,1299.2269287109375,1299.2269287109375,1299.2269287109375,Estável,CRESCIMENTO LEVE
239205,Professor de Alunos com Deficiencia Auditiva e Surdos,1565.5,XGBoost,0.9999744819678638,1564.3665771484375,1564.3665771484375,1564.3665771484375,1564.3665771484375,Estável,CRESCIMENTO LEVE
239210,Professor de Alunos com Deficiencia Fisica,1302.0,Fallback,0.0,1302.0,1302.0,1302.0,1302.0,Estável,CRESCIMENTO LEVE
239215,Professor de Alunos com Deficiencia Mental,1339.909090909091,XGBoost,0.9999789008703349,1340.246826171875,1340.246826171875,1340.246826171875,1340.246826171875,Estável,CRESCIMENTO LEVE
239220,Professor de Alunos com Deficiencia Multipla,1575.476923076923,Prophet,0.9999999999976611,2479.2191039051295,3383.456671938611,4287.694239972093,5192.427009302417,Crescente,CRESCIMENTO LEVE
239225,Professor de Alunos com Deficiencia Visual,1183.25,XGBoost,0.9999724054890005,1183.6810302734375,1183.6810302734375,1183.6810302734375,1183.6810302734375,Estável,CRESCIMENTO LEVE
239405,Coordenador Pedagogico,1957.083280254777,XGBoost,0.9999653058336777,1954.7052001953125,1954.7052001953125,1954.7052001953125,1954.7052001953125,Estável,CRESCIMENTO LEVE
239410,Orientador Educacional,1515.5823611111111,XGBoost,0.9999661993641552,1513.6236572265625,1513.6236572265625,1513.6236572265625,1513.6236572265625,Estável,CRESCIMENTO LEVE
239415,Pedagogo,1509.5360735009672,XGBoost,0.9999669026676683,1508.4559326171875,1508.4559326171875,1508.4559326171875,1508.4559326171875,Estável,CRESCIMENTO LEVE
239420,Professor de Tecnicas e Recursos Audiovisuais,66.0,Fallback,0.0,66.0,66.0,66.0,66.0,Estável,CRESCIMENTO LEVE
239425,Psicopedagogo,1971.48125,XGBoost,0.9999690363326957,1969.8428955078125,1969.8428955078125,1969.8428955078125,1969.8428955078125,Estável,CRESCIMENTO LEVE
239430,Supervisor de Ensino,1602.3773305084744,XGBoost,0.9999627098549483,1600.4127197265625,1600.4127197265625,1600.4127197265625,1600.4127197265625,Estável,RETRAÇÃO LEVE
239435,Designer Educacional,1646.375,XGBoost,0.9999722179479025,1646.4322509765625,1646.4322509765625,1646.4322509765625,1646.4322509765625,Estável,RETRAÇÃO LEVE
241005,Advogado,2851.4197006924283,XGBoost,0.9999717364830277,2848.18310546875,2848.18310546875,2848.18310546875,2848.18310546875,Estável,CRESCIMENTO LEVE
241010,Advogado de Empresa,2796.839869281046,XGBoost,0.9999669466203628,2796.951416015625,2796.951416015625,2796.951416015625,2796.951416015625,Estável,RETRAÇÃO LEVE
241015,Advogado (Direito Civil),3375.0,XGBoost,0.9999698584413758,3377.610595703125,3377.610595703125,3377.610595703125,3377.610595703125,Estável,CRESCIMENTO LEVE
241020,Advogado (Direito Publico),3851.0,Fallback,0.0,3851.0,3851.0,3851.0,3851.0,Estável,RETRAÇÃO LEVE
241025,Advogado (Direito Penal),,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
241030,Advogado (Areas Especiais),3341.5,XGBoost,0.9999702725976733,3372.7880859375,3372.7880859375,3372.7880859375,3372.7880859375,Estável,RETRAÇÃO LEVE
241035,Advogado (Direito do Trabalho),3036.2,XGBoost,0.9999727790817691,3033.56494140625,3033.56494140625,3033.56494140625,3033.56494140625,Estável,RETRAÇÃO LEVE
241040,Consultor Juridico,1882.986875,XGBoost,0.9999708847978521,1882.8385009765625,1882.8385009765625,1882.8385009765625,1882.8385009765625,Estável,CRESCIMENTO LEVE
241205,Advogado da Uniao,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
241210,Procurador Autarquico,4000.0,XGBoost,0.9999758478117245,3998.85107421875,3998.85107421875,3998.85107421875,3998.85107421875,Estável,CRESCIMENTO LEVE
241215,Procurador da Fazenda Nacional,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
241220,Procurador do Estado,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
241225,Procurador do Municipio,,Fallback_after_preproc,0.0,0.0,0.0,0.0,0.0,Sem dados,Sem dados
241230,Procurador Federal,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
241235,Procurador Fundacional,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
241305,Oficial de Registro de Contratos Maritimos,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
241310,Oficial do Registro Civil de Pessoas Juridicas,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
241315,Oficial do Registro Civil de Pessoas Naturais,1956.75,XGBoost,0.9999600247641457,1954.513427734375,1954.513427734375,1954.513427734375,1954.513427734375,Estável,CRESCIMENTO LEVE
241320,Oficial do Registro de Distribuicoes,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
241325,Oficial do Registro de Imoveis,4050.0,Fallback,0.0,4050.0,4050.0,4050.0,4050.0,Estável,CRESCIMENTO LEVE
241330,Oficial do Registro de Titulos e Documentos,996.3333333333334,XGBoost,0.9999601117303523,996.7354125976562,996.7354125976562,996.7354125976562,996.7354125976562,Estável,RETRAÇÃO LEVE
241335,Tabeliao de Notas,2035.5,XGBoost,0.9999600496426534,2032.888671875,2032.888671875,2032.888671875,2032.888671875,Estável,RETRAÇÃO LEVE
241340,Tabeliao de Protestos,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
242205,Procurador da Republica,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
242210,Procurador de Justica,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
242215,Procurador de Justica Militar,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
242220,Procurador do Trabalho,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
242225,Procurador Regional da Republica,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
242230,Procurador Regional do Trabalho,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
242235,Promotor de Justica,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
242240,Subprocurador de Justica Militar,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
242245,Subprocurador-Geral da Republica,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
242250,Subprocurador-Geral do Trabalho,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
242305,Delegado de Policia,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
242405,Defensor Publico,2211.0,Fallback,0.0,2211.0,2211.0,2211.0,2211.0,Estável,RETRAÇÃO LEVE
242410,Procurador da Assistencia Judiciaria,651.25,Fallback,0.0,651.25,651.25,651.25,651.25,Estável,RETRAÇÃO LEVE
242905,Oficial de Inteligencia,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
242910,Oficial Tecnico de Inteligencia,4261.25,XGBoost,0.9999642872969633,4253.970703125,4253.970703125,4253.970703125,4253.970703125,Estável,RETRAÇÃO LEVE
251105,Antropologo,1302.0,Fallback,0.0,1302.0,1302.0,1302.0,1302.0,Estável,CRESCIMENTO LEVE
251110,Arqueologo,3390.2,XGBoost,0.99997152206783,3381.617431640625,3381.617431640625,3381.617431640625,3381.617431640625,Estável,CRESCIMENTO LEVE
251115,Cientista Politico,6467.0,XGBoost,0.9999624774398562,6448.96875,6448.96875,6448.96875,6448.96875,Estável,RETRAÇÃO LEVE
251120,Sociologo,1302.0,Linear,1.0,1302.0,1302.0,1302.0,1302.0,Estável,RETRAÇÃO LEVE
251205,Economista,2175.95,XGBoost,0.999966430253545,2171.458251953125,2171.458251953125,2171.458251953125,2171.458251953125,Estável,RETRAÇÃO LEVE
251210,Economista Agroindustrial,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
251215,Economista Financeiro,2722.4369047619048,XGBoost,0.9999693357363885,2717.501953125,2717.501953125,2717.501953125,2717.501953125,Estável,CRESCIMENTO LEVE
251220,Economista Industrial,3683.6666666666665,XGBoost,0.9999696746120684,3672.48681640625,3672.48681640625,3672.48681640625,3672.48681640625,Estável,CRESCIMENTO LEVE
251225,Economista do Setor Publico,2479.0714285714284,XGBoost,0.9999683446407914,2477.82421875,2477.82421875,2477.82421875,2477.82421875,Estável,CRESCIMENTO LEVE
251230,Economista Ambiental,2226.5,XGBoost,0.9999667739220623,2225.01953125,2225.01953125,2225.01953125,2225.01953125,Estável,CRESCIMENTO LEVE
251235,Economista Regional e Urbano,2600.0,XGBoost,0.9999875715669124,2595.73681640625,2595.73681640625,2595.73681640625,2595.73681640625,Estável,CRESCIMENTO LEVE
251305,Geografo,2573.75,XGBoost,0.9999600222997588,2569.700927734375,2569.700927734375,2569.700927734375,2569.700927734375,Estável,RETRAÇÃO LEVE
251405,Filosofo,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
251505,Psicologo Educacional,1848.6753955264594,XGBoost,0.9999663306853397,1847.1375732421875,1847.1375732421875,1847.1375732421875,1847.1375732421875,Estável,CRESCIMENTO LEVE
251510,Psicologo Clinico,2404.353240289949,XGBoost,0.9999659805281031,2399.112548828125,2399.112548828125,2399.112548828125,2399.112548828125,Estável,CRESCIMENTO LEVE
251515,Psicologo do Esporte,,Fallback_after_preproc,0.0,0.0,0.0,0.0,0.0,Sem dados,Sem dados
251520,Psicologo Hospitalar,1302.0,XGBoost,0.9999689942193052,1301.9737548828125,1301.9737548828125,1301.9737548828125,1301.9737548828125,Estável,CRESCIMENTO LEVE
251525,Psicologo Juridico,18.0,Fallback,0.0,18.0,18.0,18.0,18.0,Estável,CRESCIMENTO LEVE
251530,Psicologo Social,2042.7692307692307,XGBoost,0.9999732247663718,2042.3193359375,2042.3193359375,2042.3193359375,2042.3193359375,Estável,RETRAÇÃO LEVE
251535,Psicologo do Transito,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
251540,Psicologo do Trabalho,2696.333333333333,XGBoost,0.9999644455166132,2689.820556640625,2689.820556640625,2689.820556640625,2689.820556640625,Estável,CRESCIMENTO LEVE
251545,Neuropsicologo,2203.25,XGBoost,0.9999600136921425,2200.914306640625,2200.914306640625,2200.914306640625,2200.914306640625,Estável,CRESCIMENTO LEVE
251550,Psicanalista,2460.2,XGBoost,0.9999809702367524,2466.23974609375,2466.23974609375,2466.23974609375,2466.23974609375,Estável,CRESCIMENTO LEVE
251555,Psicólogo Acupunturista,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
251605,Assistente Social,2322.0532894736843,XGBoost,0.9999648779198363,2317.152099609375,2317.152099609375,2317.152099609375,2317.152099609375,Estável,CRESCIMENTO LEVE
251610,Economista Domestico,2000.0,Fallback,0.0,2000.0,2000.0,2000.0,2000.0,Estável,CRESCIMENTO LEVE
252105,Administrador,2018.6800792353936,XGBoost,0.9999662152754308,2015.947509765625,2015.947509765625,2015.947509765625,2015.947509765625,Estável,CRESCIMENTO LEVE
252205,Auditor (Contadores e Afins),2316.0454076367387,XGBoost,0.9999722818215913,2315.193115234375,2315.193115234375,2315.193115234375,2315.193115234375,Estável,CRESCIMENTO LEVE
252210,Contador,2678.09957009779,XGBoost,0.9999696061320598,2677.19921875,2677.19921875,2677.19921875,2677.19921875,Estável,RETRAÇÃO LEVE
252215,Perito Contabil,1631.0,XGBoost,0.999998710945825,1630.813232421875,1630.813232421875,1630.813232421875,1630.813232421875,Estável,RETRAÇÃO LEVE
252305,Secretaria  Executiva,1521.0378787878788,XGBoost,0.9999682967786663,1520.5733642578125,1520.5733642578125,1520.5733642578125,1520.5733642578125,Estável,CRESCIMENTO LEVE
252310,Secretario  Bilingue,1643.3333333333335,XGBoost,0.9999735800279881,1642.579345703125,1642.579345703125,1642.579345703125,1642.579345703125,Estável,CRESCIMENTO LEVE
252315,Secretaria Trilingue,1972.6666666666665,Linear,1.0,3919.333333333372,5866.0,7812.666666666744,9759.333333333372,Crescente,CRESCIMENTO LEVE
252320,Tecnólogo em Secretariado Escolar,1493.55900621118,XGBoost,0.999967127523657,1492.99072265625,1492.99072265625,1492.99072265625,1492.99072265625,Estável,CRESCIMENTO LEVE
252405,Analista de Recursos Humanos,2477.416891095289,XGBoost,0.9999672127818435,2473.098388671875,2473.098388671875,2473.098388671875,2473.098388671875,Estável,CRESCIMENTO LEVE
252505,Administrador de Fundos e Carteiras de Investimento,1513.0,XGBoost,0.9999666424953527,1511.885986328125,1511.885986328125,1511.885986328125,1511.885986328125,Estável,RETRAÇÃO LEVE
252510,Analista de Cambio,1780.3333333333335,XGBoost,0.9999648182821649,1778.9468994140625,1778.9468994140625,1778.9468994140625,1778.9468994140625,Estável,RETRAÇÃO LEVE
252515,Analista de Cobranca (Instituicoes Financeiras),1647.2714285714287,XGBoost,0.9999717010058079,1647.050048828125,1647.050048828125,1647.050048828125,1647.050048828125,Estável,RETRAÇÃO LEVE
252525,Analista de Credito (Instituicoes Financeiras),1712.7476024411508,XGBoost,0.9999676156704144,1710.7352294921875,1710.7352294921875,1710.7352294921875,1710.7352294921875,Estável,RETRAÇÃO LEVE
252530,Analista de Credito Rural,3558.3333333333335,Fallback,0.0,3558.3333333333335,3558.3333333333335,3558.3333333333335,3558.3333333333335,Estável,CRESCIMENTO LEVE
252535,Analista de Leasing,1500.0,Fallback,0.0,1500.0,1500.0,1500.0,1500.0,Estável,RETRAÇÃO LEVE
252540,Analista de Produtos Bancarios,5856.0,XGBoost,0.9999626868856707,5837.0673828125,5837.0673828125,5837.0673828125,5837.0673828125,Estável,CRESCIMENTO LEVE
252545,Analista Financeiro (Instituicoes Financeiras),2258.135174889345,XGBoost,0.9999693033555758,2255.14306640625,2255.14306640625,2255.14306640625,2255.14306640625,Estável,RETRAÇÃO LEVE
252550,Profissional de Relações com Investidores,7975.5,XGBoost,0.9999741782007215,7948.07861328125,7948.07861328125,7948.07861328125,7948.07861328125,Estável,CRESCIMENTO LEVE
252605,Gestor em Segurança,3233.5714285714284,XGBoost,0.9999666902343083,3231.095703125,3231.095703125,3231.095703125,3231.095703125,Estável,RETRAÇÃO LEVE
252705,Analista de Pcp (Programacao e Controle da Producao),2211.4500891265598,XGBoost,0.9999692732431558,2210.71142578125,2210.71142578125,2210.71142578125,2210.71142578125,Estável,CRESCIMENTO LEVE
252710,Analista de Planejamento de Materiais,1822.0,XGBoost,0.999960543586063,1824.568115234375,1824.568115234375,1824.568115234375,1824.568115234375,Estável,RETRAÇÃO LEVE
252715,Analista de Logistica,2568.3705150271417,XGBoost,0.9999637394492057,2563.307373046875,2563.307373046875,2563.307373046875,2563.307373046875,Estável,CRESCIMENTO LEVE
252720,Analista de Projetos Logisticos,2172.372596153846,XGBoost,0.9999690178616265,2172.1689453125,2172.1689453125,2172.1689453125,2172.1689453125,Estável,CRESCIMENTO LEVE
252725,Analista de Gestao de Estoque,1935.7000000000003,XGBoost,0.9999615922721986,1932.703857421875,1932.703857421875,1932.703857421875,1932.703857421875,Estável,RETRAÇÃO LEVE
253105,Relacoes Publicas,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
253110,Redator de Publicidade,1782.4732142857142,XGBoost,0.999969896549293,1780.89453125,1780.89453125,1780.89453125,1780.89453125,Estável,CRESCIMENTO LEVE
253115,Agente Publicitario,1856.268987686608,XGBoost,0.9999672997206278,1854.4339599609375,1854.4339599609375,1854.4339599609375,1854.4339599609375,Estável,RETRAÇÃO LEVE
253120,Analista de Negocios,2175.0555555555557,XGBoost,0.9999691516800832,2174.799560546875,2174.799560546875,2174.799560546875,2174.799560546875,Estável,CRESCIMENTO LEVE
253125,Analista de Pesquisa de Mercado,1768.6666666666665,XGBoost,0.9999655863750814,1768.473388671875,1768.473388671875,1768.473388671875,1768.473388671875,Estável,CRESCIMENTO LEVE
253130,Diretor de Criacao,2340.0,XGBoost,0.9999761679229786,2336.030517578125,2336.030517578125,2336.030517578125,2336.030517578125,Estável,RETRAÇÃO LEVE
253135,Diretor de Contas (Publicidade),1633.6666666666665,XGBoost,0.9999716460808453,1633.1064453125,1633.1064453125,1633.1064453125,1633.1064453125,Estável,RETRAÇÃO LEVE
253140,Diretor de Arte (Publicidade),1984.6428571428573,XGBoost,0.999970759221502,1981.0040283203125,1981.0040283203125,1981.0040283203125,1981.0040283203125,Estável,CRESCIMENTO LEVE
253145,Diretor de Midia (Publicidade),,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
253150,Agenciador de Propaganda (A),,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
253205,Gerente de Captacao (Fundos e Investimentos Institucionais),1358.5,XGBoost,0.999970657048607,1359.4073486328125,1359.4073486328125,1359.4073486328125,1359.4073486328125,Estável,RETRAÇÃO LEVE
253210,Gerente de Clientes Especiais (Private),3330.714285714286,XGBoost,0.9999833516980469,3324.497802734375,3324.497802734375,3324.497802734375,3324.497802734375,Estável,RETRAÇÃO LEVE
253215,Gerente de Contas - Pessoa Fisica e Juridica,2768.9000454545458,XGBoost,0.999965030904599,2764.6953125,2764.6953125,2764.6953125,2764.6953125,Estável,RETRAÇÃO LEVE
253220,Gerente de Grandes Contas (Corporate),3312.5,XGBoost,0.9999698123265627,3314.7587890625,3314.7587890625,3314.7587890625,3314.7587890625,Estável,CRESCIMENTO LEVE
253225,Operador de Negocios,1952.2599667774089,XGBoost,0.9999625187259774,1948.2293701171875,1948.2293701171875,1948.2293701171875,1948.2293701171875,Estável,CRESCIMENTO LEVE
253305,"Corretor de Valores, Ativos Financeiros, Mercadorias e Derivativos",1680.875,XGBoost,0.9999644857300498,1679.88330078125,1679.88330078125,1679.88330078125,1679.88330078125,Estável,CRESCIMENTO LEVE
254105,Auditor-Fiscal da Receita Federal,1302.0,Fallback,0.0,1302.0,1302.0,1302.0,1302.0,Estável,RETRAÇÃO LEVE
254110,Tecnico da Receita Federal,1302.0,Fallback,0.0,1302.0,1302.0,1302.0,1302.0,Estável,RETRAÇÃO LEVE
254205,Auditor-Fiscal da Previdencia Social,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
254305,Auditor-Fiscal do Trabalho,2300.0,Linear,1.0,2300.0,2300.0,2300.0,2300.0,Estável,RETRAÇÃO LEVE
254310,Agente de Higiene e Seguranca,1327.4222972972973,XGBoost,0.9999691576067347,1327.1986083984375,1327.1986083984375,1327.1986083984375,1327.1986083984375,Estável,RETRAÇÃO LEVE
254405,Fiscal de Tributos Estadual,2277.6666666666665,XGBoost,0.9999614800797043,2272.802978515625,2272.802978515625,2272.802978515625,2272.802978515625,Estável,CRESCIMENTO LEVE
254410,Fiscal de Tributos Municipal,1118.6666666666667,XGBoost,0.9999600151071494,1119.24951171875,1119.24951171875,1119.24951171875,1119.24951171875,Estável,RETRAÇÃO LEVE
254415,Tecnico de Tributos Estadual,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
254420,Tecnico de Tributos Municipal,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
254505,Fiscal de Atividades Urbanas,1509.6655555555556,XGBoost,0.9999653980508545,1507.164306640625,1507.164306640625,1507.164306640625,1507.164306640625,Estável,CRESCIMENTO LEVE
261105,Arquivista Pesquisador (Jornalismo),1302.0,Fallback,0.0,1302.0,1302.0,1302.0,1302.0,Estável,RETRAÇÃO LEVE
261110,Assessor de Imprensa,2265.377990430622,XGBoost,0.9999684511549867,2264.327392578125,2264.327392578125,2264.327392578125,2264.327392578125,Estável,CRESCIMENTO LEVE
261115,Diretor de Redacao,1917.5,XGBoost,0.9999653287949684,1913.41015625,1913.41015625,1913.41015625,1913.41015625,Estável,RETRAÇÃO LEVE
261120,Editor,2087.3492063492063,XGBoost,0.9999643458711227,2086.396484375,2086.396484375,2086.396484375,2086.396484375,Estável,CRESCIMENTO LEVE
261125,Jornalista,2019.0944444444444,XGBoost,0.9999717471401848,2018.2576904296875,2018.2576904296875,2018.2576904296875,2018.2576904296875,Estável,CRESCIMENTO LEVE
261130,Produtor de Texto,2073.9166666666665,XGBoost,0.999963956379617,2073.81103515625,2073.81103515625,2073.81103515625,2073.81103515625,Estável,RETRAÇÃO LEVE
261135,Reporter (Exclusive Radio e Televisao),2208.416666666667,XGBoost,0.9999660402423561,2203.3564453125,2203.3564453125,2203.3564453125,2203.3564453125,Estável,RETRAÇÃO LEVE
261140,Revisor de Texto,1898.1727272727273,XGBoost,0.9999628660158851,1894.09619140625,1894.09619140625,1894.09619140625,1894.09619140625,Estável,CRESCIMENTO LEVE
261205,Bibliotecario,1668.9404761904761,XGBoost,0.9999675336542971,1668.5528564453125,1668.5528564453125,1668.5528564453125,1668.5528564453125,Estável,RETRAÇÃO LEVE
261210,Documentalista,2353.1500000000005,XGBoost,0.9999607566629631,2349.682861328125,2349.682861328125,2349.682861328125,2349.682861328125,Estável,CRESCIMENTO LEVE
261215,Analista de Informacoes (Pesquisador de Informacoes de Rede),1889.1459325396827,XGBoost,0.9999728914315273,1888.6832275390625,1888.6832275390625,1888.6832275390625,1888.6832275390625,Estável,CRESCIMENTO LEVE
261305,Arquivista,1477.11875,XGBoost,0.9999707248107577,1476.2376708984375,1476.2376708984375,1476.2376708984375,1476.2376708984375,Estável,CRESCIMENTO LEVE
261310,Museologo,1976.5,Linear,1.0,-1396.0,-4768.5,-8141.0,-11513.5,Decrescente,RETRAÇÃO LEVE
261405,Filologo,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
261410,Interprete,1326.8333333333335,XGBoost,0.9999701580725794,1326.464111328125,1326.464111328125,1326.464111328125,1326.464111328125,Estável,RETRAÇÃO LEVE
261415,Linguista,,NoData_Fallback,0.0,,,,,Sem dados,Sem dados
261420,Tradutor,3803.5,XGBoost,0.9999636851475864,3789.419921875,3789.419921875,3789.419921875,3789.419921875,Estável,RETRAÇÃO LEVE
